Time course #	timecourse1									timecourse2									timecourse3								
YFR036W	1	0.633065668	0.641082591	0.726604054	0.478347735		0.464085307			1	0.908527514	0.335270756	0.116802823	0.143653075	0.18664876	0.138022091	0.16758783		1	0.747892279	0.395293537	0.424248094	0.317991438	0.121572411	0.064131522	0.005768702	0.190697623
YKL022C	1	1.00772118	0.514347296			0.413551101	0.360663052	0.421776724	0.623398683	1		0.713687167		1.007288945		0.794523561	1.101026436		1	1.141554985		0.659981458		0.554134795	0.515496501	0.539525573	0.152057151
YGL240W	1	0.997309906	1.136921989	0.518913372	1.145882751	0.967209932	0.439047694	0.738078568		1	0.92406039			1.192475063		0.237963814	0.359717461		1	0.806946193		0.798746222		0.684167883	0.52875783	0.377486593	
YER090W	1	0.708740367	0.529503725	0.516972016	0.697631673	0.532781664	0.275314661	0.041016733	0.122581925	1	0.89210315	0.479204432	0.517615093	0.439573319	0.549479366	0.324298731	0.340172067		1	0.739326101		0.366647636	0.285017637	0.405951162	0.267061637	0.262552423	0.280497476
YKL211C	1	0.948410759	0.49866167	0.890890503	0.554537225	0.190012041	0.17271769	0.098147856	0.240273777	1	1.051621788	0.480857527	0.418478579	0.233541257	0.329555769	0.200196347	0.256516655		1	0.731157642		0.450475419	0.414675593	0.32844899	0.144568665	0.131645664	0.13716325
YPL111W	1	0.821737399	0.553325908	0.432474087	0.423394405	0.242296703	0.232521626		0.194903543	1	0.755577294	0.42474506	0.156088975		0.072147887		0.079681152		1	0.517273991	0.30513264	0.392268496	0.224633658	0.292590268	0.370658586	0.171400832	
YOR303W	1	0.427898138	0.382011723	0.34997459	0.497198494	0.479128249	0.585118202	0.397925454	0.208292873	1	0.640782261	0.373879877	0.498456308	0.548416605	0.465241	0.567348492	0.39854		1	0.559700904	0.419379141	0.509980296	0.491765259	0.487818114	0.351553385	0.412711499	0.576083306
YJR109C	1	0.911694909	0.787251348	0.85919627			0.475736397	0.421661396	0.211698599	1	1.042414683		0.839828957	0.825864054	0.896665361	0.625563435	0.597434877		1	0.909675711		0.746972884	0.546250251	0.567306695	0.248593516	0.286409068	
YPR018W	1	0.744108695	0.58904292	0.415707983	0.429212311	0.128747887			0.128311306	1		0.296617931							1	0.749691546	0.378639936	0.40573895	0.322521792	0.307876037	0.145574137	0.10058982	0.226683962
YML102W										1	0.861944361	0.376795213	0.300932971	0.239441684	0.125573876	0.086114072	0.066684374	0.178234616	1	0.606840662	0.200682368	0.244563316	0.110074664	0.105311024	0.031665617	0.012462226	0.070761327
YBR195C	1	0.363335648	0.283350905	0.3254	0.239220042	0.201548		0		1	1.152241964	0.364216361			0.086664511				1	0.637967605		0.26658	0.29874	0.25617262	0.15344463	0.228291814	
YDR080W	1	0.604196349	0.581171663	0.795772652	0.524911688	0.732087272	0.179124329	0.296	0.290487881	1	0.863581629	0.525389505	0.595540277	0.58754	0.65874	0.5214	0.45214		1	0.552583466	0.48521	0.521965251	0.458965	0.415871854	0.323156692	0.279514312	
YDL077C	1	1.074979735		0.749079051	0.349274538	0.547257567	0.158291514	0.195188902	0.208919414	1	1.116173554	1.009316334	1.030990562	0.836353277	0.735039449		0.38586374		1	0.800508263		0.7598838	0.685217069	0.436982625	0.37854	0.078299249	
YHR060W	1	0.688661553	0.506747476	0.437829965	0.574810095	0.270720085	0.117067124		0.063597397	1	0.975495952	0.500808381		0.594872409	0.090340287				1	0.595160205	0.353107211	0.403390074	0.223920773	0.31462584	0.162441593	0.089253849	
YKL119C	1		0.48572	0.387952	0.302027403				0.203950023	1	0.878560016						0.354782507		1	0.771747788		0.523865269	0.455220187	0.581261705	0.358441704	0.446649487	
YKL190W										1	0.805195352	0.442847136	0.384068528	0.710280428	0.355879793	0.154335492	0.208975908		1	0.84766531	0.527676181	0.530804111	0.384030719	0.238376375	0.182277293	0.081165427	
YML057W	1	0.743920831	0.422114967	0.288640187	0.638328701		0.155181663		0.065534481	1	1.001511428	0.460938795	0.470172382	0.547187516	0.452232919	0.345066093	0.287240424		1	0.734325303		0.374763054	0.295553815	0.233437164	0.104304958	0.03057522	0.2443263
YLR433C	1	0.905275337	0.817614708	0.446746841	0.205415675				0.149768639	1	1.030541902	0.317607606	0.208672946	0.317949643			0.175310719		1	0.834127952	0.398760145	0.505362843	0.448243237	0.205858018	0.238139099	0.094156517	0.165992255
YIL033C	1	0.667946956	0.822095948	0.581710196	0.466984862	0.55321393		0.503474799	0.232211827	1	0.840957778	0.548710279	0.327923217	0.514154827	0.366193751	0.14184007	0.194109255		1	0.936404127	0.564487847	0.591179707	0.387053072	0.26111084	0.083824033	0.038813303	0.214077954
YPL203W										1		0.688069935	0.5947427	0.316581529	0.318673981	0.434781178	0.345945538		1	0.882247747		0.478784499	0.361797221	0.34978138	0.126815362	0.034988931	
YKL166C										1	0.926328685				0.538821872				1	0.666932109	0.503797522	0.500796917	0.427165827	0.322244561	0.242358642	0.194079304	
YJL164C																			1	0.533007648	0.468678783	0.548112544	0.343856229	0.26988637	0.15747414	0.085632182	
YHR135C	1	0.811881397	0.305857259	0.316749564		0.209660652	0.068443969	0.154887105	0.072523135	1	0.675375272	0.282678227	0.274734299	0.134869184	0.165308779	0.109439995	0.10167704		1	0.643065745	0.289240015	0.284859486	0.239069973	0.083568836	0.020989306		0.091814365
YPL204W	1	0.629574881		0.45214	0.375241	0.32541	0.300052683		0.213247426	1	0.477595529	0.256645192	0.216639676		0.135392753		0.199475448		1	0.320593473	0.290876024	0.264207951	0.259334877	0.260192022	0.15489589	0.054063999	
YER123W										1	0.883727093	0.548505324	0.58410706	0.5241	0.47521		0.32041		1	0.535613937		0.630363676	0.399916971	0.214749856	0.305521226	0.225774076	
YOR061W	1	0.494856955	0.62015411	0.545971028	0.325605982		0.300639203	0.065718491	0.145768719										1	0.746196369	0.59857	0.45471	0.41547	0.195109582	0.072629585	0.031685279	0.21361104
YIL035C	1	0.636732151	0.550963522	0.496837976	0.474360776	0.287081347			0.19735034	1	0.997488057		0.456257701	0.326179197	0.494574965	0.278333232	0.277243384		1	0.643060486	0.52415	0.48975	0.43658	0.201378001	0.086658972	0.052835533	
YOR039W	1	0.376288626	0.361639839				0.306896608		0.269543697	1	0.624321373	0.190359449	0.151856639				0.176323731		1	0.653794192	0.229183633	0.19623212	0.108195929	0.168350767	0.104327225	0.072812768	0.130406731
YGL019W	1	0.507600656	0.380427521	0.884797827	0.21301666	0.401901961	0.131721347	0.207020889	0.253107106	1	0.940268863	0.678225827	0.57085363	0.702949574	0.573517708	0.43874347	0.449758465		1	0.985758762	0.606977933	0.711616001	0.458881774		0.194335975	0.222087932	
YDR256C										1																	
YGR088W	1	0.890737838							0.962330764	1									1								
YJR064W	1	0.533335639	0.362346219	0.57789198	0.233781917	0.437413916	0.135914819	0.016656012	0.110113077	1	0.78608153	0.43019254	0.325969794	0.243016151	0.213262249	0.147797386	0.173777029		1	0.734135533	0.205497103	0.232811333	0.17085878	0.188020525	0.126282756	0.152110262	
YJL014W	1	0.593183282	0.461606049		0.158159457	0.117980986	0.105590434	0.134249313	0.264287553	1	0.696122486	0.414573383	0.294646478	0.154660999			0.192905582		1	0.457472939	0.344708474	0.188198892	0.167940134	0.210420817	0.11799669	0.127628414	0.143072141
YDR188W	1	0.856920907	0.417658714	0.248523325	0.282902825	0.140021427	0.110820004	0.155980356	0.043508488	1	0.760936492	0.317191149	0.160383012	0.144781511	0.088485606	0.056513221	0.054402507		1	0.580831394	0.274672204	0.17195362	0.065173881	0.057820694	0.04770381	0.028317684	0.083262143
YIL142W	1	1.005696704	0.436217474	0.315822923	0.472373221	0.297912797	0.158390082	0.222572787	0.134938484	1	0.585301149	0.24107277	0.281321207		0.214381242	0.128555887	0.186715152	0.308199712	1	0.25332503	0.20749366	0.197098313	0.14896726	0.185147261	0.128543514	0.135403545	0.121303657
YDR212W	1	0.9031705	1.08239972	0.572818079	0.462830262	0.20607359	0.232266132		0.073984487	1	0.838611702	0.810030572	0.586245118	0.521915899	0.355483217	0.287634794	0.215727442		1	0.788057236	0.569560645	0.649723107	0.475998038	0.319864752	0.285278781	0.199556249	0.235063455
YJL111W										1	0.89225643								1	0.636472304	0.210728522	0.144875216	0.139974376	0.14682584	0.132597312	0.090096189	0.225871569
YJL008C	1	0.474424527	0.462078329	0.30328456	0.354172673		0.147530731		0.094850077	1	0.765066608		0.341067611	0.352633866	0.362953962		0.202291534		1	0.72855329		0.10618521	0.072155422	0.103669709	0.089578685	0.054109004	
YDL143W	1	0.75081001	0.843551704	0.819535186	0.497367014	0.514225374	0.371330215	0.54834767	0.330472274	1	1.013234818	0.531919016	0.31314451	0.359742992	0.268899496	0.184266792	0.233648482		1	0.911658814	0.417683289	0.463246752	0.285737289	0.285958165	0.1933761	0.196533519	0.262966631
YBL039C										1	0.928997928	0.298858646	0.198547632	0.168843847	0.12027697	0.086176612	0.093101874	0.176188815	1	0.86990574	0.272004742	0.277614163	0.16606715	0.14977417	0.078261596	0.05620837	0.171760852
YAL040C	1		0.682778407		0.399675925	0.53078442	0.059514366			1	0.582724796	0.323324934	0.293520019	0.4553964	0.462221148	0.343567578	0.331329507		1	0.674749364		0.476382655	0.442330131	0.410867991	0.307409706	0.257627884	
YMR199W	1	1.214288602	0.68877712		1	0.868393855	0.565341511		0.214805721										1	0.335202704		0.224807588	0.279135013	0.176763811	0.128085095	0.035871028	
YGR109C																			1	0.59370671	0.561939379	0.671024112	0.547268548		0.444172681	0.203803308	
YGR108W	1	0.781067326	0.64961383		0.551207551		0.394913535	0.272885639		1	0.402978456	0.190893945	0.167775111	0.043701269					1	0.39587482	0.207236036	0.274828187	0.219231052	0.117309957	0.020476918		
YPL256C	1	0.508139035	0.451055429	0.134294053	0.222229822	0.111229277	0.126402423			1	0.384965234			0.095199285			0.056313639		1	0.224378405							0.161098496
YBR160W										1	0.84346924	0.327864241	0.125706202	0.544911567		0.321093842	0.211609136		1	0.867982985	0.480025441	0.519247471	0.538057924	0.392569452	0.244956478	0.200354591	
YPR119W	1	0.486541604		0.323065197	0.409514837	0.113126276	0.095326768		0.172116563	1	0.322258566								1	0.30054165				0.033098628			0.10295008
YLR210W	1	0.630036661	0.76346646		0.397119406		0.196360972		0.423390651										1			0.371258606	0.285580406	0.089525761	0.15723621	0.046111998	
YPR120C	1	0.953196555	0.288692639		0.139774342	0.204732408	0.147811312		0.282751909	1	0.164197988								1	0.389782486		0.230075655		0.04505979	0.031499849		
YDL155W	1	0.530866793	0.542805633	0.68882504	0.438781658	0.664521166	0.212698966			1	0.493890352	0.212328936	0.268776397	0.19752383	0.222016497	0.229036825	0.312690027		1	0.45320213							
YPL031C	1		0.731193096	0.628004412	0.577679347		0.565773482		0.421192351	1	0.979252342	0.470482447	0.370969059		0.311038293	0.197248456	0.165983133		1	0.831472568	0.540901236	0.415069869	0.336916429	0.29288974	0.216513145	0.065676533	
YDL127W	1	0.881568883	0.605243745		0.177618351		0.137989131			1	0.34165551								1			0.415695542	0.196733626	0.352414715	0.389152296	0.373292257	
YOL001W	1	0.847233308		0.929780406	0.844620937		0.345408792		0.459700819	1	1.072085063								1	0.626798959					0.35734936		0.177868207
YPL219W										1	0.84264339								1	0.266066656				0.14133422			
YNL289W																			1	0.707912955		0.533368858	0.445732633	0.404385023	0.27744257	0.216553542	
YGL134W	1	0.775579592	0.730981506	0.279200093	0.539157374	0.365742089	0.410492568			1	1.202229462						0.389729704		1	0.658632169		0.389866142		0.276313995	0.157644842	0.126421002	0.379080024
YDR443C	1	0.554642487	0.387538893		0.63043948	0.382159011	0.118192147		0.10258	1	0.801285293	0.534004307	0.460909218		0.22886527	0.300653485	0.376729143		1	0.680671255		0.486017686	0.337794943	0.276755142	0.052726989	0.064899969	
YCR081W	1	0.459103458	0.302583617	0.681265474	0.062809019	0.787315096	0.086410854	0.459851944	0.220136916	1	0.805929757	0.284660465	0.102999769		0.484023625	0.438205762	0.46158341		1	0.722978996	0.300817768	0.298073712	0.285522891	0.413111842	0.176253044	0.231138984	0.356329749
YNL025C	1	1.199842142	0.710844426	0.608944943	0.848973602	0.449208751	0.495462255		0.302492574										1	0.78542		0.52478	0.621574	0.635691124	0.288985167	0.164933291	
YPL042C	1	0.629155684	0.674508976	0.599951258	0.33221479	0.465480182	0.039100892	0.141473605																			
YBR149W	1	1.101066728	0.657224992	0.468370185	0.688777327		0.405225754		0.202164014	1	0.973754247	0.504570127	0.594450811	0.522037073	0.517523188	0.200105398	0.202436157		1	0.92958018	0.541588127	0.639415623	0.524339961	0.475031635	0.236143832	0.192168418	0.157052049
YLR284C	1			0.914157657		1.178535783	0.954903482	0.385943251	0.094324456										1	1.061563728		0.504549312		0.613458715	0.23994426	0.130395375	
YDR166C	1	0.910444609	0.903609786		1.011277458	1.139156872	0.573778704	0.569269402	0.357674322	1	0.928570162	0.493193851	0.747344037	0.533375223	0.687587729	0.493193851	0.420723388		1	1.008537144	0.577362203	0.815982854	0.549379544	0.476469592	0.397010995	0.260496264	
YER008C	1	1.130120282		0.748470007	0.92461751	0.92461751		0.758217727	0.503586596										1	0.744961314	0.559912409	0.550507625		0.516243263	0.39337317	0.23957945	0.415404945
YGL233W	1	1.168467671	0.469989509	0.78093495	0.969019447	0.624952802	0.395590331	0.228053962	0.391939442	1	0.790141966	0.452649003	0.416569855		0.372838583	0.233918315	0.362462402		1	0.597547134	0.68795	0.52478	0.49867	0.462385985	0.229006369	0.185172071	0.346361082
YLR166C	1	0.695921804			0.900432504	0.713380501	0.295086612	0.261041198	0.168507627	1	1.076576011	0.719915237	0.736534896	0.992779865	0.738162283	0.70938085	0.732750794		1	0.838565836	0.632630115	0.75167815	0.585647045	0.466801987	0.337898611	0.3533108	
YPR055W	1		0.955461437		1.165119218		0.635442067	1.094930876	0.754331292	1	0.69094978		0.538486655	0.912396311	0.851741016	0.458111324			1	0.826968302	0.705086762	0.821073134	0.590711642	0.441344657		0.449058215	0.741913395
YIL068C	1		0.694609613	0.740222222		0.344646998	0.397426844	0.393953852	0.278331903	1									1	0.85478	0.75241	0.58962	0.42547	0.398574	0.36879	0.131400056	
YKL182W	1	0.512815117	1.071164732	0.641874512	0.464702941	0.386506662	0.316761473	0.446980877	0.121618446	1	1.017700401	0.621614079	0.686246445	0.773646445	0.773646445	0.502536918	0.458146028		1	0.84952457	0.642964667	0.86410009	0.642964667	0.467182256	0.317417312	0.281712979	0.300292891
YPL231W	1	0.776969435	0.499858502	0.675097899	0.695444042	0.350119601	0.239259202	0.296106851	0.160667491	1	0.828144136	0.435753919	0.455284645	0.482621816	0.410944912	0.352003977	0.303309361		1	0.698646589	0.58524	0.49656286	0.47587	0.445505979	0.281980244	0.216722225	0.189838653
YOR221C	1	0.804274056	0.710201933	0.738486759	0.848827112		0.471364429	0.217588564	0.300915371	1	0.851792248	0.538003368	0.489441369	0.475264742	0.505182025	0.318112929	0.32271863		1	0.791401076		0.601106092	0.439295109	0.330065457	0.173813356	0.13179713	0.305207393
YPL262W	1	0.826578864	0.728963131	0.734392359	0.929577659	0.723571404	0.466962409	0.267613557	0.278870511	1	0.965265572	0.636647877	0.671774518	1.147237111	0.905771645	0.670295666	0.645620024		1	0.845446229	0.582640626	0.849217266	0.65447297	0.939731448	0.439813399	0.582195743	0.425153371
YEL003W	1	0.873855085	0.454589675	0.235064491	0.557008473	0.177255394	0.279354436	0.29684224	0.16461499	1	0.841699693		0.508183586		0.201726539	0.26805391			1	0.625646268	0.534372104	0.570037779	0.3666945	0.421084723	0.391566737	0.211649886	
YNL153C	1		0.273948484			0.333067923	0.249016493	0.218481646	0.147768002	1	0.775521766	0.23307928		0.241846695			0.21547	0.20147	1	0.504900061		0.198495558	0.116337923	0.167469959	0.09722786	0.070253603	
YLR200W	1	0.512149903	0.438701701	0.462854997	0.39522174		0.084755929	0.267892734	0.164771949	1	0.865344367	0.271249362	0.28650553		0.10076689	0.136431184		0.190871023	1	0.805092689	0.275470189	0.161205861	0.088904693	0.125026956	0.032498133	0.028855398	0.166583062
YML094W	1		0.508502754		0.643780454		0.276836349	0.235326758	0.225431378	1	1.070033458	0.384122587	0.317909565						1	0.564870954		0.224067768	0.128009551	0.154851218	0.09535974	0.030357564	
YGR078C	1	0.525455061	0.460846464	0.361035349	0.344534237				0.243801715	1	0.699273382	0.265593003	0.070937888				0.045480982		1	0.430127671	0.161278806	0.117118013	0.073221722	0.099284958	0.08927651	0.024448976	0.119865948
YDL090C	1		0.582769237	0.431798782		0.620774241	0.471391636		0.304060531	1	0.57546357	0.21609003		0.51434889	0.018673304	0.056945329	0.191537907		1	0.513335878		0.093707087	0.053709023	0.122282753	0.033564784		
YGL155W	1	0.821717364		0.797442069	0.541640491		0.190811935			1	0.75075598	0.351552631	0.163625204	0.18568492	0.105784762	0.067869723	0.172487309		1	0.555273919		0.272361544	0.137365208	0.191575101	0.153076396	0.050416381	
YOR370C										1	0.633720306		0.202491673		0.24220711	0.205407688	0.221275837		1	0.674108744	0.299904332	0.301932475	0.241868549	0.150835001	0.048779044	0.059107879	
YJL031C	1		0.778143546		0.670346509	0.680631303	0.65668628		0.823210011										1			0.361940399	0.425842441	0.372951383	0.509066989	0.091175696	
YPR176C										1	0.610753719		0.140533153				0.309960737		1	0.836180802	0.366074107	0.303903871	0.308963072	0.311256599	0.229396167	0.231537767	
YLR342W																			1	0.719791494		0.668625992	0.450286332	0.503361903	0.325582722	0.360015203	0.303503432
YCR034W	1	0.682803042	0.463762794	0.471533831	0.29593015	0.128616924	0.132683955		0.092055264	1	0.632758915	0.598344384	0.504640385	0.282217346	0.195147958	0.085143919	0.104541496		1	0.564394085		0.373184387	0.1126141		0.04731037	0.042386341	
YGR032W	1	0.708707119	0.657282698	0.890839206		0.520928517	0.423294482		0.257839827	1	0.988570531	0.601636956	0.621503426	0.493340434	0.36771216	0.449414578	0.449414578		1	0.647891409		0.5287	0.4875	0.285706962	0.139067925	0.14504252	0.204791612
YPR159W	1	0.59031302	0.657140074	0.66438376	0.383124517	0.264224741	0.464535595		0.11978533	1	0.986930684	0.52427121	0.621410375	0.531937961	0.753119273	0.485916893	0.401898471		1	0.742470535		0.490749873	0.371324949	0.413400841	0.132457121	0.08035444	
YGR143W										1	0.829075214	0.101103263			0.058993175		0.078652808	0.148803328	1	0.269996469		0.018075606		0.103131066			0.125273492
YAL044C	1		0.57374527	0.699091513	0.770142105	0.859250269	0.263691425		0.085858591	1	0.988147683	0.811776421	0.508620022	0.804889825	0.727765172	0.394201263	0.586778559		1	0.88232705		0.815232422	0.531840112	0.73080819	0.638929593	0.500378532	
YDR019C	1	0.8435934	1.069831809		0.695402935	0.830698453		0.714205613	0.321012775	1	0.806954	0.831055311		0.974825629	0.712189838	0.863402832	0.721054		1	1.136397755		0.624607927		0.47034919	0.235020551		0.403851896
YMR189W	1	0.640896759	0.438822095	0.427160328	0.442763551	0.322960078	0.404182944		0.234535809	1	0.473439403			0.282682487	0.138056283	0.189647223	0.32711697	0.399140601	1	0.599599825	0.328575388	0.530023513	0.28644721		0.530023513	0.43006986	
YGL008C	1	0.699181083	0.726619693	0.592211745	0.489606699	0.271037092	0.237076308	0.130809839	0.118680057	1	1.056764341	0.631050874	0.69798239	0.483116221		0.255820019	0.308018029	0.318727956	1	1.194585722		0.586203248	0.704227218	0.274272907	0.361922544		0.073321669
YEL017C-A	1	0.630114937	0.649220781	0.671271081	0.735617214	0.333074479	0.345407909	0.309653675	0.148544265	1		0.868337462	0.708811377	0.887985875	0.822231248	0.356056719	0.244218963		1	0.948883023		0.663628279	0.597200355	0.388158851	0.249397812	0.40790739	0.315825623
YPL036W	1	0.975320676	1.10886745	1.085436733	0.927722409		0.543559391		0.420077137	1	1.071542852		0.660380786	0.666000982	0.66318504	0.371565665	0.396004708	0.311580875	1	0.976300478		0.902888586	0.643746544	0.589340294	0.501016679	0.43194963	0.162896237
YCR024C-A	1	0.546829152	0.660382791	0.651223415	0.543017965	0.624494965	0.361631706	0.139877423	0.167273523	1	0.995838198	0.604317915	0.440717347	0.310601433	0.355458941	0.067776556	0.140307368	0.184722068	1		0.85421	0.68257	0.56587	0.36587	0.25897	0.102814218	0.065888521
YLR447C	1	0.860879079	0.736681886	0.605617365			0.28341338		0.154771543	1	1.115534466	0.659951275	0.66229514	0.457929348	0.430242623	0.21142726	0.263225323		1	0.754877413	0.495447555	0.468448792	0.376693062	0.299462256	0.155878619	0.110596383	0.094540889
YBR127C	1	0.719069179	0.589832843	0.813854693	0.654807066	0.599140673	0.350310656	0.277662736	0.181026419	1	1.072002891	0.682504634	0.946596177	0.735695994		0.543145131	0.635789164		1	0.912981237	0.573778978	0.780264869	0.673231437	0.748603706	0.46420087	0.555855107	0.283172242
YKL080W	1	0.705196013	0.699194399	0.544408406	0.579036285		0.268053146		0.200432286	1	0.912005644	0.54782728	0.577555783	0.454031853	0.399315811	0.240043117	0.239492638	0.2354	1	0.77026259	0.6258	0.469052272	0.4368	0.400340864	0.179719039	0.122459294	0.245570458
YEL027W	1	0.927702091	0.908281551	0.541650308	0.720325358	0.374518606	0.292317864	0.21637594	0.166577307	1	0.942495342	0.562280888	0.646642723	0.413148055	0.570200594	0.240186796	0.248835211	0.205501204	1		0.685000463	0.88763141		0.554871828	0.373763838	0.299926614	0.129743759
YPR036W	1		0.842555134	0.804830036	0.772028158		0.508993891		0.233684253	1	1.073644811	0.58287967	0.634785056	0.746658509	0.464830344	0.437344717	0.4559235		1	1.009571557		0.614506599	0.428601148	0.628695003	0.346246469	0.282597361	0.252903778
YHR039C-A	1		0.761421845	0.822010466		0.507874325	0.478748706		0.160684358	1	0.767099106	0.539493493	0.496529963	0.587651142	0.417785133	0.376132884	0.226575395		1	0.729341812		0.471040628	0.402738749	0.404185293	0.188851679	0.175403666	
YEL051W	1	0.796615056		0.475813091	0.486541649	0.393783921	0.11652975	0.20693366	0.129329811	1	0.978931774	0.572452959	0.572452959	0.521080037	0.412699291	0.243064852	0.194480577		1	0.77296756	0.534305541	0.661427848	0.486915493	0.431050142	0.251801474	0.160797521	0.192735699
YGR020C	1	0.958979163	0.886207084		0.744624713	0.579949357	0.17904426	0.27520461		1	0.862442328	0.52444775	0.437914398	0.535387777	0.418385865	0.273349633	0.181444437	0.354433573	1	0.870147607		0.761174356	0.485363859	0.490266017	0.280322986	0.220445703	0.231577204
YDL185W	1	0.802716269	0.743674349	0.897248931	0.674495232		0.460728526	0.639697985	0.284639493	1	0.884737059	0.638480939	0.982665628	0.838285754	0.6584	0.570509497	0.597217113		1	0.913326201			0.58752	0.62587		0.739510248	0.208975588
YHR026W	1	0.936885902	0.63653426	0.773106415	0.665428328	0.511304004	0.26013806	0.34307545	0.39062882	1	0.77633082	0.586727658	0.356357796	0.331617286	0.301866473	0.138421822	0.180764584	0.145206886	1	0.688720569	0.616920534	0.621798827	0.401809712	0.402688693	0.289305255	0.231149169	
YOR270C	1	0.59987964	0.658776618	0.578761478	0.58791428	0.35178986	0.248992694	0.219180003	0.110480825	1	0.897945018	0.558757742	0.632971178	0.721789345	0.680595349	0.396796237	0.361624263		1	0.977694428	0.626987206	0.776118737	0.48737951	0.522399766	0.380451569	0.379593161	0.274370212
YPL234C	1	0.58813582	0.603545601	0.599104593	0.530497553	0.381862935	0.254383135	0.266857985	0.080755082	1	1.022156927	0.415986739		0.48048686		0.328024831	0.241359526		1	0.7854		0.6897	0.4685	0.391071543	0.114947517	0.134979799	0.193023954
YMR054W	1	0.65567019	0.589253242	0.642823775	0.588419359		0.366162762		0.387209055	1	0.755794693	0.426926373	0.403835365	0.384973503	0.244757609	0.127211494	0.126634493	0.145904576	1	0.717203566	0.45832469	0.436150365	0.276151085	0.251324527	0.135341301	0.103510467	0.105093107
